"","success","goal_adj","country","category","name_len","name_len_clean","blurb_len","blurb_len_clean","deadline_weekday","created_at_weekday","launched_at_weekday","deadline_month","deadline_yr","created_at_month","created_at_yr","launched_at_month","launched_at_yr","create_to_launch_days","launch_to_deadline_days","avg_pledge"
"4125",1,514.778418656461,"US","Web",3,3,19,15,"Tuesday","Monday","Sunday","6","2015","4","2015","5","2015",12,30,32.6249179616043
"4126",1,2585.07221073329,"US","Web",10,9,15,12,"Saturday","Friday","Thursday","4","2015","2","2015","3","2015",13,30,23.7384868697244
"4127",1,28693.8407384908,"DE","Web",6,5,19,14,"Saturday","Wednesday","Thursday","7","2015","6","2015","6","2015",7,30,550.384759763288
"4128",1,1928.66835890378,"CA","Web",10,8,24,16,"Thursday","Sunday","Tuesday","12","2015","11","2015","11","2015",1,30,52.6185386102779
"4129",1,30791.6023438059,"US","Web",8,7,16,9,"Friday","Saturday","Wednesday","11","2015","10","2015","10","2015",4,30,40.4094222358831
"4130",1,10081.8093923793,"US","Web",8,6,20,12,"Friday","Tuesday","Wednesday","12","2016","10","2016","11","2016",28,30,60.0763223829829
"4131",1,4668.85881631915,"FR","Web",8,6,20,14,"Thursday","Wednesday","Tuesday","11","2015","7","2015","10","2015",97,30,72.8001455414267
"4132",1,129.11900669709,"US","Web",8,6,22,15,"Sunday","Saturday","Friday","5","2015","1","2015","4","2015",68,30,22.3806278274956
"4133",1,1111.75441715775,"AU","Web",3,3,19,12,"Thursday","Thursday","Tuesday","9","2015","8","2015","8","2015",4,30,56.2248066189957
"4134",1,3306.05684125985,"GB","Web",9,8,20,14,"Saturday","Saturday","Thursday","9","2016","8","2016","8","2016",4,30,14.6934125007795
"4135",1,4099.56317204301,"US","Web",8,6,23,16,"Monday","Friday","Saturday","4","2016","2","2016","3","2016",29,30,57.3654152199074
"4136",1,232.559671160786,"DK","Web",1,1,26,12,"Wednesday","Saturday","Monday","4","2016","3","2016","3","2016",2,30,168.318603313689
"4137",1,4653.12997931993,"US","Web",6,6,21,12,"Thursday","Saturday","Monday","5","2015","3","2015","3","2015",1,45,81.5278291012645
"4138",1,19343.2632147269,"AU","Web",8,6,15,11,"Tuesday","Sunday","Monday","12","2016","9","2016","11","2016",49,28,124.317963642745
"4139",1,5071.94080109751,"US","Web",2,2,11,8,"Thursday","Saturday","Saturday","9","2016","7","2016","8","2016",28,33,44.0834326016096
"4140",1,5387.46714066278,"GB","Web",3,3,19,13,"Monday","Thursday","Friday","5","2015","2","2015","3","2015",49,45,24.0411715598196
"4141",1,51481.7518556183,"US","Web",9,9,18,11,"Tuesday","Tuesday","Tuesday","12","2014","9","2014","11","2014",62,35,183.217635349577
"4142",1,5058.67084618702,"US","Web",12,10,24,14,"Saturday","Wednesday","Thursday","10","2016","8","2016","9","2016",50,30,270.186272353189
"4143",1,10281.0361681329,"US","Web",2,2,20,15,"Saturday","Thursday","Thursday","3","2016","1","2016","2","2016",6,30,65.607782356378
"4144",1,92.2579967567658,"US","Web",3,3,21,15,"Wednesday","Saturday","Monday","8","2015","7","2015","7","2015",1,30,8.64003461690347
"4145",1,5058.67084618702,"US","Web",8,7,22,13,"Saturday","Tuesday","Wednesday","10","2016","5","2016","9","2016",120,45,146.845987992172
"4146",1,10275.6674808389,"US","Web",10,9,24,17,"Sunday","Wednesday","Friday","8","2014","7","2014","8","2014",8,30,144.413689951105
"4147",1,57.0700520666838,"NL","Web",8,7,13,9,"Friday","Thursday","Thursday","7","2015","7","2015","7","2015",0,15,13.0698828738752
"4148",1,15401.048592059,"US","Web",8,7,17,10,"Monday","Sunday","Friday","2","2016","1","2016","1","2016",4,31,147.15251262896
"4149",1,7741.13850698816,"GB","Web",2,2,18,13,"Saturday","Wednesday","Thursday","12","2015","11","2015","11","2015",22,30,189.844827454746
"4150",1,21526.9563463889,"US","Web",3,3,21,10,"Thursday","Monday","Thursday","9","2015","7","2015","8","2015",51,21,48.2566409695826
"4151",1,1015.75209597789,"US","Web",3,3,23,14,"Thursday","Tuesday","Thursday","7","2016","6","2016","6","2016",9,21,201.880729075605
"4152",1,24725.7202878514,"GB","Web",3,3,20,12,"Wednesday","Wednesday","Thursday","12","2014","10","2014","11","2014",35,27,104.794733810799
"4153",1,25627.2213213238,"US","Web",9,7,16,9,"Wednesday","Monday","Monday","8","2015","6","2015","7","2015",27,30,1002.7931703034
"4154",1,1232.05796589202,"US","Web",5,5,22,14,"Sunday","Thursday","Thursday","6","2015","6","2015","6","2015",0,10,24.3369474744103
"4155",1,10267.3657280393,"US","Web",3,3,7,7,"Sunday","Tuesday","Friday","2","2016","11","2015","1","2016",73,37,108.645492448743
"4156",1,18480.8694883803,"US","Web",8,8,15,9,"Friday","Monday","Monday","8","2015","5","2015","6","2015",28,60,181.056518351314
"4157",1,935.357017824382,"US","Web",4,4,20,13,"Friday","Sunday","Monday","3","2016","7","2015","1","2016",168,60,90.0727993414358
"4158",1,73.8792891347169,"GB","Web",11,8,23,16,"Wednesday","Sunday","Monday","8","2014","7","2014","7","2014",1,30,5.89044005984612
"4159",1,2863.52637290167,"IT","Web",7,7,21,19,"Saturday","Monday","Monday","10","2015","8","2015","9","2015",20,40,88.6003432449958
"4160",1,10157.5209597789,"US","Web",6,6,18,12,"Sunday","Friday","Friday","7","2016","4","2016","6","2016",62,30,3386.17890395828
"4161",1,10143.881602195,"US","Web",9,6,24,16,"Tuesday","Thursday","Friday","10","2016","7","2016","8","2016",22,60,349.789020765345
"4162",1,5125.46579675927,"US","Web",10,8,21,17,"Thursday","Thursday","Saturday","10","2015","8","2015","8","2015",22,46,211.374209458352
"4163",1,50787.6047988944,"US","Web",6,5,14,11,"Friday","Tuesday","Wednesday","7","2016","6","2016","6","2016",1,30,311.497309433219
"4164",1,10143.881602195,"US","Web",4,4,14,10,"Saturday","Monday","Thursday","9","2016","8","2016","8","2016",9,30,309.634301148213
"4165",1,3614.87310160337,"US","Web",9,6,17,11,"Wednesday","Wednesday","Wednesday","1","2015","12","2014","12","2014",13,28,54.2079079816069
"4166",1,41361.1553717327,"US","Web",3,3,9,7,"Wednesday","Friday","Tuesday","4","2015","1","2015","3","2015",32,36,245.591615009137
"4167",1,777.610881185679,"US","Web",6,6,15,13,"Friday","Tuesday","Thursday","3","2015","2","2015","2","2015",1,28,49.7424103361633
"4168",1,10274.0233601967,"US","Web",7,7,4,3,"Thursday","Thursday","Tuesday","10","2015","9","2015","9","2015",11,30,47.5522389844167
"4169",1,1505.66514095331,"AU","Web",6,6,18,10,"Friday","Monday","Monday","2","2016","9","2014","12","2015",441,60,122.489797629525
"4170",1,18381.6683865469,"CA","Web",7,6,21,12,"Thursday","Friday","Wednesday","3","2016","4","2015","2","2016",306,29,126.86560460754
"4171",1,1.02516206825563,"US","Web",2,2,15,12,"Saturday","Wednesday","Tuesday","1","2016","11","2015","11","2015",6,60,17.7694758497642
"4172",1,10251.6206825563,"US","Web",9,8,20,15,"Wednesday","Wednesday","Tuesday","12","2015","10","2015","11","2015",26,36,555.368061502905
"4173",1,20680.5776858664,"US","Web",8,7,14,9,"Sunday","Monday","Sunday","4","2015","3","2015","3","2015",6,34,335.509017182721
"4174",1,1026.38674479353,"US","Web",3,3,17,13,"Friday","Monday","Wednesday","11","2015","6","2015","10","2015",120,30,114.271057587013
"4175",1,25702.5904203324,"US","Web",4,4,13,8,"Wednesday","Tuesday","Tuesday","3","2016","3","2015","2","2016",336,35,122.868081299913
"4176",1,23037.8470321132,"FR","Web",6,6,23,23,"Monday","Wednesday","Tuesday","5","2016","11","2015","4","2016",160,33,151.604120958024
"4177",1,102.508885285295,"US","Web",3,3,27,13,"Sunday","Thursday","Sunday","8","2015","7","2015","7","2015",9,14,22.0092606641958
"4178",1,5638.0123764352,"US","Web",6,6,19,14,"Tuesday","Tuesday","Friday","9","2015","8","2015","8","2015",2,32,241.281302382443
"4179",1,2565.96686198382,"US","Web",1,1,15,9,"Thursday","Tuesday","Tuesday","10","2015","10","2015","10","2015",0,23,25.2068509383117
"4180",1,390.57353730953,"CA","Web",4,4,20,13,"Wednesday","Wednesday","Monday","7","2016","6","2016","6","2016",26,30,170.646352124285
"4181",1,2598.60615897115,"US","Web",6,5,23,13,"Friday","Monday","Sunday","2","2015","1","2015","1","2015",5,33,26.1821828092565
"4182",1,15693.5824562725,"GB","Web",2,2,23,17,"Friday","Tuesday","Wednesday","2","2015","5","2014","1","2015",252,30,416.31749551645
"4183",1,722.974620320675,"US","Web",5,5,10,9,"Saturday","Friday","Tuesday","2","2015","11","2014","12","2014",32,60,83.8462773956315
"4184",1,61.4761170233944,"CA","Web",2,2,26,19,"Friday","Friday","Wednesday","10","2014","9","2014","9","2014",5,30,47.9805069403212
"4185",1,10250.8885285295,"US","Web",9,8,20,13,"Monday","Monday","Saturday","8","2015","7","2015","7","2015",4,30,234.139612981186
"4186",1,513.357485788342,"US","Web",1,1,18,14,"Thursday","Wednesday","Thursday","7","2015","6","2015","6","2015",0,35,259.245530323113
"4187",1,5.14778418656461,"US","Web",3,3,21,12,"Tuesday","Wednesday","Friday","6","2015","5","2015","5","2015",1,32,39.3103519701298
"4188",1,155.916369538269,"US","Web",3,3,18,8,"Saturday","Sunday","Monday","1","2015","1","2015","1","2015",22,5,5197.73203917409
"4189",1,3564.56183935367,"CH","Web",6,6,20,20,"Thursday","Tuesday","Tuesday","10","2015","7","2015","9","2015",42,30,69.1011169691584
"4190",1,4178.94205000618,"CA","Web",2,2,19,11,"Saturday","Wednesday","Thursday","2","2015","1","2015","1","2015",1,30,199.465424478268
"4191",1,24789.9130866518,"GB","Web",10,10,20,14,"Friday","Saturday","Wednesday","12","2015","8","2015","11","2015",73,30,128.623153631441
"4192",1,307.879761609347,"US","Web",4,4,25,17,"Friday","Monday","Tuesday","2","2016","12","2015","12","2015",1,45,140.256335844258
"4193",1,58.1028415014779,"DE","Web",9,6,7,6,"Saturday","Sunday","Tuesday","11","2015","9","2015","9","2015",2,60,25.6850584004918
"4194",1,572.972127603824,"FR","Web",6,6,18,15,"Monday","Monday","Friday","11","2015","6","2015","10","2015",109,52,153.136902323195
"4195",1,61778.102226742,"US","Web",7,6,21,11,"Saturday","Tuesday","Wednesday","1","2015","10","2014","11","2014",42,45,212.936178367681
"4196",1,1032.95205357672,"US","Web",5,4,24,14,"Wednesday","Saturday","Sunday","5","2015","3","2015","4","2015",28,31,518.541930895514
"4197",1,620.417330575991,"US","Web",1,1,18,15,"Thursday","Tuesday","Tuesday","4","2015","3","2015","3","2015",0,30,34.0141080359644
"4198",1,9.54870143157677,"AU","Web",2,2,22,13,"Wednesday","Monday","Tuesday","4","2015","3","2015","3","2015",1,22,9.18694893352909
"4199",1,798.098936053188,"GB","Web",9,7,24,12,"Monday","Monday","Tuesday","10","2015","9","2015","9","2015",1,20,19.3848805042569
"4200",1,7174.23555107527,"US","Web",7,7,20,12,"Saturday","Monday","Tuesday","4","2016","2","2016","3","2016",21,32,41.2121579443056
"4201",1,15314.6967262503,"US","Web",1,1,19,15,"Monday","Wednesday","Friday","4","2016","3","2016","4","2016",2,24,369.132809187476
"4202",1,8.07067434558132,"AU","Web",2,2,20,12,"Sunday","Thursday","Friday","3","2015","2","2015","2","2015",1,30,41.4725803299029
"4203",1,4354.83573840883,"FR","Web",6,6,14,14,"Wednesday","Friday","Monday","5","2016","4","2016","4","2016",24,30,35.5878403433766
"4204",1,5125.46579675927,"US","Web",4,4,22,18,"Thursday","Tuesday","Tuesday","9","2015","7","2015","8","2015",27,30,75.9692327684046
"4205",0,16438.4373763147,"US","Web",8,7,12,9,"Saturday","Thursday","Monday","8","2014","7","2014","7","2014",18,32,43.04980906155
"4206",0,41099.727552563,"US","Web",9,7,17,11,"Thursday","Monday","Thursday","10","2014","9","2014","9","2014",23,35,141.49993032672
"4207",0,22628.2905691077,"US","Web",8,8,20,14,"Wednesday","Wednesday","Monday","7","2014","6","2014","6","2014",5,30,13.3712626090182
"4208",0,20549.8637762815,"US","Web",6,6,20,12,"Friday","Tuesday","Wednesday","10","2014","5","2014","9","2014",105,30,115.882550003886
"4209",0,61773.4102387754,"US","Web",8,8,15,10,"Friday","Monday","Wednesday","6","2015","5","2015","5","2015",15,30,61.6229365471681
"4210",0,25685.0584004918,"US","Web",12,9,12,8,"Thursday","Saturday","Tuesday","10","2015","8","2015","9","2015",37,30,39.4763701191843
"4211",0,51647.602678836,"US","Web",8,7,7,6,"Friday","Tuesday","Wednesday","6","2015","12","2014","4","2015",119,43,47.7876239523125
"4212",0,11236.0501475182,"CA","Web",7,6,25,16,"Monday","Wednesday","Wednesday","10","2014","8","2014","8","2014",14,40,52.5200782353987
"4213",0,11433.867099473,"US","Web",2,2,16,10,"Friday","Wednesday","Tuesday","3","2015","1","2015","1","2015",6,45,27.4412810387353
"4214",0,62366.5478153075,"US","Web",7,7,20,17,"Thursday","Sunday","Monday","2","2015","7","2012","1","2015",932,31,326.195944027942
"4215",0,90765.6048201432,"CA","Web",9,7,16,10,"Thursday","Friday","Friday","1","2015","8","2014","11","2014",105,55,90.8361013411245
"4216",0,5233.59626642238,"GB","Web",6,4,22,12,"Sunday","Saturday","Thursday","4","2016","5","2015","3","2016",292,38,7.41538632590133
"4217",0,8219.9455105126,"US","Web",8,8,20,13,"Friday","Tuesday","Wednesday","10","2014","8","2014","9","2014",7,30,54.2758166797082
"4218",0,5197.2123179423,"US","Web",6,6,19,15,"Thursday","Thursday","Tuesday","2","2015","1","2015","1","2015",5,30,1.03944246358846
"4219",0,3288.21359386844,"US","Web",1,1,8,6,"Saturday","Monday","Thursday","9","2014","7","2014","8","2014",44,30,27.8683188747579
"4220",0,35969.3804489744,"US","Web",4,4,9,7,"Wednesday","Monday","Friday","11","2014","9","2014","10","2014",31,11,103.517074123282
"4221",0,19523.7682135939,"US","Web",3,3,15,15,"Monday","Thursday","Thursday","9","2014","7","2014","8","2014",42,39,36.7157503449974
"4222",0,16964.1938237047,"DE","Web",3,3,21,14,"Sunday","Wednesday","Friday","11","2016","10","2016","10","2016",1,30,33.4009554177254
"4223",0,18472.7856965608,"US","Web",7,7,20,18,"Saturday","Wednesday","Thursday","1","2016","12","2015","12","2015",0,30,18.4727856965608
"4224",0,35959.0817606885,"US","Web",3,3,4,4,"Friday","Thursday","Wednesday","8","2014","7","2014","7","2014",5,30,1.02740233601967
"4225",0,2414.07613965123,"AU","Web",4,4,17,13,"Wednesday","Wednesday","Monday","7","2014","6","2014","6","2014",4,30,6.85705774821447
"4226",0,3080.14491473005,"US","Web",3,3,13,10,"Thursday","Tuesday","Tuesday","7","2015","12","2014","6","2015",175,30,7.18700480103679
"4227",0,77222.6277834275,"US","Web",8,8,16,12,"Sunday","Monday","Wednesday","1","2015","10","2014","11","2014",30,60,169.143668777807
"4228",0,338008.171340134,"DE","Web",5,5,20,13,"Thursday","Wednesday","Monday","9","2015","5","2015","8","2015",75,31,311.410876439465
"4229",0,25692.4146064103,"US","Web",3,3,5,5,"Friday","Thursday","Monday","12","2014","9","2014","10","2014",24,60,20.5539316851282
"4230",0,8294.51606598057,"US","Web",8,6,26,13,"Wednesday","Sunday","Monday","3","2015","2","2015","2","2015",8,30,25.9203627061893
"4231",0,2540.32578564459,"NZ","Web",9,7,15,8,"Saturday","Thursday","Thursday","10","2014","7","2014","9","2014",42,30,0
"4232",0,15591.6369538269,"US","Web",2,2,17,11,"Thursday","Tuesday","Monday","2","2015","12","2014","1","2015",12,31,0
"4233",0,54965.3513805022,"IT","Web",5,5,22,16,"Thursday","Saturday","Tuesday","12","2015","9","2015","11","2015",65,29,11.2767827508119
"4234",0,10274.0233601967,"US","Web",2,2,20,11,"Friday","Tuesday","Thursday","8","2014","7","2014","7","2014",9,35,5.13701168009836
"4235",0,15760.7241317657,"GB","Web",8,6,22,14,"Sunday","Friday","Friday","3","2015","2","2015","2","2015",0,30,35.5479259970596
"4236",0,64717.9646220042,"US","Web",7,6,17,13,"Tuesday","Thursday","Tuesday","9","2016","6","2016","8","2016",39,35,144.895204805754
"4237",0,18160.8374608508,"CA","Web",1,1,17,9,"Sunday","Tuesday","Wednesday","1","2015","8","2014","11","2014",70,60,144.234708115491
"4238",0,35964.8361829361,"US","Web",9,7,21,15,"Monday","Tuesday","Thursday","9","2014","8","2014","8","2014",8,25,0
"4239",0,3596.93804489744,"US","Web",3,3,26,14,"Wednesday","Thursday","Monday","11","2014","10","2014","10","2014",4,30,26.3775456625813
"4240",0,29700.8782498307,"AU","Web",2,2,18,12,"Saturday","Monday","Tuesday","1","2015","12","2014","12","2014",14,25,19.2793232085513
"4241",0,6535.14046120709,"GB","Web",5,5,22,12,"Saturday","Saturday","Thursday","11","2014","10","2014","10","2014",5,30,0
"4242",0,95026.542845497,"GB","Web",2,2,22,13,"Monday","Monday","Friday","7","2014","6","2014","6","2014",4,45,5.65707264227694
"4243",0,170056.690264017,"FR","Web",1,1,7,7,"Wednesday","Friday","Monday","8","2016","7","2016","8","2016",3,30,0
"4244",0,10340.2888429332,"US","Web",2,2,22,13,"Saturday","Thursday","Thursday","4","2015","3","2015","3","2015",0,30,0
"4245",0,102740.233601967,"US","Web",6,6,23,12,"Sunday","Sunday","Wednesday","9","2014","7","2014","7","2014",2,60,25.6850584004918
"4246",0,1149.70890007292,"DE","Web",10,10,21,21,"Sunday","Friday","Wednesday","10","2016","7","2016","8","2016",39,60,1.0143881602195
"4247",0,10274.0233601967,"US","Web",5,4,25,13,"Tuesday","Friday","Friday","9","2014","7","2014","7","2014",7,60,1.02740233601967
"4248",0,15552.2176237136,"US","Web",4,4,19,15,"Sunday","Wednesday","Wednesday","4","2015","2","2015","2","2015",7,60,0
"4249",0,1665.24427899573,"FR","Web",1,1,17,17,"Thursday","Sunday","Sunday","9","2015","7","2015","7","2015",0,60,0
"4250",0,129.11900669709,"US","Web",1,1,23,12,"Wednesday","Thursday","Monday","4","2015","4","2015","4","2015",3,2,14.7195667634683
"4251",0,8720.54541147125,"GB","Web",1,1,22,16,"Wednesday","Saturday","Monday","8","2014","7","2014","7","2014",1,30,12.8425292002459
"4252",0,1027.40233601967,"US","Web",8,7,20,14,"Wednesday","Wednesday","Monday","8","2014","7","2014","7","2014",5,30,0
"4253",0,11304.6624268205,"US","Web",1,1,22,13,"Monday","Tuesday","Saturday","11","2014","9","2014","10","2014",4,30,0
"4254",0,47453.1833262102,"GB","Web",7,7,12,12,"Wednesday","Sunday","Monday","9","2015","5","2015","8","2015",113,30,407.090120907605
"4255",0,15411.0350402951,"US","Web",10,8,20,14,"Friday","Wednesday","Thursday","8","2014","7","2014","7","2014",1,15,3.08220700805902
"4256",0,2585.07221073329,"US","Web",3,3,20,15,"Thursday","Monday","Wednesday","4","2015","3","2015","3","2015",1,50,0
"4257",0,19866.4106283188,"CA","Web",9,9,24,16,"Wednesday","Thursday","Monday","7","2016","5","2016","6","2016",38,30,13.2047772477125
"4258",0,10272.9959578607,"US","Web",9,7,20,15,"Saturday","Sunday","Thursday","8","2014","7","2014","7","2014",4,30,25.6850584004918
"4259",0,35188.5300086738,"US","Web",5,4,19,14,"Sunday","Friday","Monday","9","2014","6","2014","7","2014",52,48,41.0960934407869
"4260",0,2068.05776858664,"US","Web",8,7,15,9,"Wednesday","Sunday","Monday","4","2015","3","2015","3","2015",0,30,46.5312997931993
"4261",0,41096.0934407869,"US","Web",1,1,22,14,"Wednesday","Saturday","Tuesday","9","2015","4","2015","9","2015",142,29,35.9590817606885
"4262",0,25039.8164339252,"US","Web",3,3,10,7,"Tuesday","Tuesday","Sunday","2","2017","10","2016","1","2017",96,30,0
"4263",0,6436.10992915392,"IT","Web",9,7,19,13,"Wednesday","Wednesday","Sunday","1","2017","7","2016","12","2016",130,45,27.7557239827396
"4264",0,51495.8762103344,"US","Web",7,5,15,10,"Sunday","Monday","Tuesday","6","2014","4","2014","5","2014",36,40,499.400765563434
"4265",0,1541.35012212583,"US","Web",9,7,19,11,"Wednesday","Sunday","Monday","9","2014","7","2014","8","2014",8,30,6.16540048850333
"4266",0,51427.9331116085,"US","Web",5,4,21,15,"Wednesday","Thursday","Monday","7","2014","5","2014","6","2014",32,30,1.02855866223217
"4267",0,183516.16795982,"US","Web",2,2,20,11,"Saturday","Monday","Monday","3","2015","2","2015","2","2015",0,40,76.8538754238512
"4268",0,19312.8908922416,"AU","Web",7,7,19,15,"Thursday","Tuesday","Tuesday","7","2014","7","2014","7","2014",6,16,70.1862567263724
"4269",0,69970.228852021,"FR","Web",6,5,17,11,"Wednesday","Monday","Monday","6","2016","11","2015","5","2016",168,30,39.4696564909395
"4270",0,2822.48415273596,"CA","Web",1,1,17,12,"Tuesday","Friday","Friday","10","2014","7","2014","8","2014",14,60,3.08270024425166
"4271",0,51370.1168009836,"US","Web",4,4,11,8,"Monday","Saturday","Tuesday","8","2014","7","2014","7","2014",2,33,0
"4272",0,8219.21868815737,"US","Web",4,4,15,10,"Thursday","Thursday","Tuesday","8","2014","7","2014","7","2014",5,30,51.3701168009836
"4273",0,468232.326563463,"CA","Web",1,1,9,6,"Wednesday","Tuesday","Monday","9","2014","8","2014","8","2014",5,30,0
"4274",0,41107.8633702565,"US","Web",7,6,19,12,"Wednesday","Tuesday","Monday","11","2014","3","2013","10","2014",565,30,25.5343074396016
"4275",0,5137.83374041944,"US","Web",3,3,24,22,"Sunday","Tuesday","Friday","9","2014","8","2014","8","2014",2,30,0
"4276",0,5830.26862661483,"NL","Web",5,5,24,14,"Sunday","Friday","Friday","7","2015","6","2015","6","2015",0,30,0
"4277",0,7119.89818861633,"US","Web",1,1,16,10,"Wednesday","Thursday","Monday","8","2014","7","2014","7","2014",3,30,0
"4278",0,20788.8492717692,"US","Web",5,5,23,14,"Wednesday","Tuesday","Monday","2","2015","12","2014","1","2015",26,30,1.03944246358846
"4279",0,12925.3610536665,"US","Web",9,8,20,14,"Wednesday","Friday","Monday","4","2015","2","2015","3","2015",23,30,76.5181374377055
"4280",0,13789.3995048025,"NL","Web",10,8,24,16,"Sunday","Sunday","Wednesday","10","2014","8","2014","8","2014",2,60,5.13783374041944
"4281",0,20548.0467203934,"US","Web",7,7,24,15,"Wednesday","Thursday","Monday","8","2014","7","2014","7","2014",11,30,0
"4282",0,5717.15418662683,"NL","Web",6,5,19,13,"Friday","Wednesday","Thursday","10","2015","6","2015","9","2015",99,28,22.5661584518606
"4283",0,150.407902141082,"NO","Web",4,3,8,4,"Sunday","Wednesday","Friday","12","2014","10","2014","11","2014",29,30,12.3556204453484
"4284",0,13376.0270677787,"NZ","Web",4,3,20,11,"Thursday","Friday","Tuesday","6","2014","5","2014","5","2014",3,30,20.5983504841337
"4285",0,514279.331116085,"US","Web",8,6,23,16,"Tuesday","Monday","Friday","8","2014","6","2014","6","2014",3,60,10.2855866223217
"4286",0,30984.6265851718,"US","Web",2,2,16,12,"Sunday","Tuesday","Friday","1","2015","8","2014","12","2014",121,30,25.8205221543098
"4287",0,2568.91687020972,"US","Web",8,8,19,19,"Wednesday","Saturday","Monday","9","2014","8","2014","8","2014",23,30,0
"4288",0,317939.755080059,"IT","Web",5,5,20,10,"Saturday","Wednesday","Wednesday","4","2016","2","2016","2","2016",0,45,30.5627166089043
"4289",0,2055.13349616778,"US","Web",9,9,22,12,"Thursday","Sunday","Tuesday","9","2014","8","2014","8","2014",2,30,1.02756674808389
"4290",0,6659.57940395365,"NL","Web",7,4,23,14,"Friday","Friday","Monday","11","2014","6","2014","9","2014",94,60,11.8161716713619
"4291",0,14567.0889058162,"AU","Web",3,3,18,14,"Wednesday","Thursday","Monday","3","2016","1","2016","2","2016",25,29,108.362121212121
"4292",0,1549.42808036508,"US","Web",7,5,23,11,"Thursday","Saturday","Monday","5","2015","4","2015","4","2015",1,45,1.03295205357672
"4293",0,138699.315362656,"US","Web",10,8,22,14,"Thursday","Thursday","Tuesday","8","2014","7","2014","7","2014",4,30,8.90415357883716
"4294",0,1005.64217328767,"US","Web",6,5,17,11,"Friday","Monday","Wednesday","1","2017","12","2016","12","2016",1,30,10.0564217328767
"4295",0,102756.674808389,"US","Web",2,2,18,11,"Thursday","Tuesday","Tuesday","9","2014","8","2014","8","2014",0,30,15.4135012212583
"4296",0,3102.08665287995,"US","Web",6,6,19,16,"Saturday","Sunday","Wednesday","4","2015","3","2015","3","2015",10,31,69.598097981281
"4297",0,1542.83799334826,"US","Web",7,6,25,16,"Friday","Monday","Thursday","7","2014","5","2014","6","2014",10,50,29.432601719259
"4298",0,7688.71551191722,"US","Web",11,11,23,20,"Wednesday","Saturday","Monday","12","2015","10","2015","11","2015",1,30,1.02516206825563
"4299",0,25039.8164339252,"US","Web",9,8,21,14,"Thursday","Wednesday","Tuesday","2","2017","12","2016","1","2017",33,30,5.00796328678505
"4300",0,25920.3627061893,"US","Web",6,5,20,15,"Wednesday","Wednesday","Monday","3","2015","2","2015","2","2015",5,30,142.561994884041
"4301",0,13926.4945100296,"DK","Web",4,4,17,11,"Sunday","Friday","Friday","5","2016","4","2016","4","2016",0,30,85.2518117761264
"4302",0,42626.5167303862,"GB","Web",1,1,22,14,"Sunday","Tuesday","Friday","9","2014","8","2014","8","2014",3,30,0
"4303",0,66207.1657267373,"US","Web",3,3,7,5,"Wednesday","Monday","Monday","6","2016","4","2016","5","2016",21,30,71.0736753442581
"4304",0,59698.6262330401,"CA","Web",3,3,21,13,"Friday","Sunday","Wednesday","3","2016","2","2016","2","2016",2,30,0
"4305",0,92692.5771786019,"US","Web",6,5,17,10,"Sunday","Sunday","Friday","6","2014","5","2014","5","2014",5,30,56.5622640519842
"4306",0,2571.39665558043,"US","Web",1,1,17,14,"Tuesday","Monday","Friday","8","2014","6","2014","6","2014",4,60,0
"4307",0,12196.9049506871,"MX","Web",3,3,21,19,"Thursday","Wednesday","Monday","1","2017","11","2016","11","2016",5,45,509.131374315156
"4308",0,14094.9652736202,"CA","Web",4,4,18,13,"Friday","Tuesday","Wednesday","9","2015","8","2015","8","2015",0,30,768.819869513891
"4309",0,1694615.58350172,"DE","Web",8,6,20,14,"Thursday","Saturday","Tuesday","11","2016","8","2016","10","2016",45,30,406.663769167093
"4310",0,5137.01168009836,"US","Web",4,3,25,15,"Friday","Tuesday","Wednesday","8","2014","7","2014","7","2014",1,30,1.02740233601967
"4311",0,3753.26560855933,"GB","Web",2,2,23,13,"Sunday","Tuesday","Friday","12","2016","11","2016","11","2016",2,30,3.62945138125656
"4312",0,12162.3643068788,"NL","Web",9,7,24,14,"Friday","Monday","Wednesday","12","2014","11","2014","11","2014",2,30,25.7408759278092
"4313",0,413.646681574772,"CA","Web",2,2,22,18,"Wednesday","Sunday","Monday","3","2015","2","2015","2","2015",0,30,10.3681450824757
"4314",0,101081.108164381,"CA","Web",3,3,19,11,"Sunday","Friday","Friday","5","2015","4","2015","4","2015",0,30,28.4061814733598
"4315",0,8052.59408680985,"GB","Web",4,4,24,13,"Friday","Monday","Wednesday","1","2015","12","2014","12","2014",1,30,11.3610297478963
"4316",0,30822.0700805902,"US","Web",9,7,22,13,"Tuesday","Wednesday","Tuesday","8","2014","7","2014","7","2014",20,34,85.1205575131861
"4317",0,56516.1711446138,"US","Web",6,4,19,16,"Friday","Tuesday","Tuesday","9","2014","7","2014","8","2014",20,31,0
"4318",0,35156.9820659728,"US","Web",7,6,21,12,"Friday","Monday","Tuesday","4","2015","2","2015","3","2015",28,30,22.2316210123063
"4319",0,25359.7040054875,"US","Web",6,6,19,11,"Thursday","Sunday","Tuesday","9","2016","7","2016","8","2016",43,30,111.213829202247
"4320",0,8645.7767354334,"GB","Web",5,4,8,5,"Friday","Friday","Wednesday","7","2014","5","2014","6","2014",19,30,17.999776589063
"4321",0,10285.5866223217,"US","Web",2,2,22,14,"Saturday","Friday","Wednesday","8","2014","5","2014","6","2014",5,59,19.0283352512952
